Employee_ID,Name,Department,Company_ID,Job_Title,Seniority_Level,Education_Level,Work_Location,Newsletter_Subscription,Campaign_Response_Rate (%),Tenure_Years,Event_Attendance,Influence_Score,Decision_Maker_Flag,Preferred_Contact_Method,Language,Last_Contact_Date,Next_Followup_Date,Owner_Rep,Active_Flag,Data_Source,y
E01162,A**** K*******,Sales,C0598,Key Account Executive,Director,Master,Office,Yes,20.0,16.0,5.0,58.0,No,Email,English,2024-08-11,2024-08-20,E**** T*******,Yes,CRM,1
E01163,A**** Y*******,Procurement,C0299,Procurement Specialist,Junior,Master,Office,Yes,1.0,0.0,1.0,42.0,No,Events,Turkish,2024-03-15,2024-03-30,G**** R*******,Yes,CRM,1
E01164,S**** Y*******,Marketing,C0634,Digital Marketing Executive,Director,Bachelor,Office,No,31.0,16.0,1.0,43.0,No,Phone,English,2024-06-29,2024-07-23,A**** Y*******,Yes,CRM,1
E01165,K**** C*******,Management,C0192,Country Manager,Junior,Bachelor,Office,No,0.0,0.0,0.0,54.0,No,LinkedIn,English,2024-08-11,2024-08-20,D**** S*******,Yes,LinkedIn,0
E01166,S**** O*******,Procurement,C0285,Strategic Buyer,Mid,Master,Office,Yes,0.0,6.0,2.0,53.0,Yes,Email,Turish,2024-05-28,2024-06-21,,YES,CRM,0
E01167,K**** K*******,Sales,C0054,Sales Executive,Junior,Bachelor,Office,Yes,6.0,1.0,4.0,33.0,No,Phone,Turkish,2024-02-11,2024-02-19,E**** T*******,Yes,CRM,1
E01168,S**** D*******,Management,C0424,Country Manager,Senior,Bachelor,Office,no,0.0,9.0,1.0,49.0,Yes,Phone,Turkish,2024-04-21,2024-05-05,B**** K*******,Yes,,0
E01169,Z**** U*******,Marketing,C0169,Marketing Specialist,Director,High School,Office,Yes,24.0,10.0,4.0,60.0,No,Email,English,2024-01-29,2024-02-08,F**** O*******,Yes,LinkedIn,1
E01170,A**** K*******,Production,C0665,Plant Supervisor,Senior,Bachelor,Office,No,5.0,11.0,2.0,76.0,Yes,Phone,English,2024-08-03,2024-08-13,F**** O*******,Yes,CRM,1
E01171,C**** D*******,Quality,C0375,QA Specialist,Senior,Master,Office,Yes,0.0,11.0,1.0,80.0,Yes,Email,Turkish,2024-09-10,2024-09-17,G**** R*******,Yes,Email Campaign,0
E01172,K**** A*******,IT,C0338,Infrastructure Engineer,Junior,Master,Field,Yes,2.0,0.0,1.0,39.0,No,LinkedIn,Turkish,2024-07-23,2024-07-30,C**** D*******,Yes,Email Campaign,1
E01173,S**** S*******,Operations,C0094,Data Centre Operator,Director,High School,Office,No,3.0,9.0,1.0,60.0,No,Email,Turkish,2024-01-04,2024-01-12,A**** Y*******,Yes,Fair,1
E01174,O**** O*******,Management,C0190,Country Manager,Junior,Master,Office,Yes,6.0,1.0,2.0,73.0,No,Email,Turkish,2024-05-22,2024-05-29,B**** K*******,Yes,LinkedIn,1
E01175,E**** C*******,Production,C0297,Production Engineer,Junior,Bachelor,Field,Yes,5.0,1.0,2.0,51.0,No,Phone,English,2024-09-18,2024-10-05,E**** T*******,Yes,Email Campaign,1
E01176,L**** D*******,IT,C0120,Systems Engineer,Senior,Master,Remote,Yes,3.0,9.0,2.0,69.0,No,LinkedIn,Turkish,2024-09-15,2024-09-21,B**** K*******,No,CRM,1
E01177,C**** A*******,IT,C0570,INaRASTRUCTURE ENGINEER,Mid,Bachelor,Office,No,0.0,5.0,2.0,46.0,No,Phone,Turkish,2024-01-23,2024-02-18,H**** N*******,Yes,CRM,0
E01178,S**** S*******,IT,C0355,Software Developer,Mid,High School,Factory,No,8.0,2.0,1.0,56.0,No,Phone,Turkish,2024-06-15,2024-07-12,B**** K*******,Yes,CRM,1
E01179,B**** P*******,Operations,C0065,Operations Analyst,Junior,Master,Field,Yes,3.0,0.0,1.0,46.0,No,Email,English,2024-02-29,2024-03-26,H**** N*******,Yes,Webinar,1
E01180,D**** C*******,IT,C0519,Infrastructure Engineer,Junior,Bachelor,Factory,Yes,6.0,2.0,1.0,47.0,No,LinkedIn,Turkish,2024-03-08,2024-03-25,H**** N*******,Yes,CRM,1
E01181,A**** Y*******,Production,C0607,Plant Supervisor,Junior,Bachelor,Office,Yes,5.0,2.0,2.0,50.0,No,Phone,English,2024-06-06,2024-06-24,G**** R*******,Yes,CRM,1
E01182,B**** Y*******,Management,C0342,Operations Director,Junior,Bachelor,Office,Yes,0.0,0.0,2.0,75.0,Yes,Events,Turkish,2024-05-25,2024-06-21,E**** T*******,Yes,LinkedIn,0
E01183,S**** O*******,Sales,C0354,Sales Executive,Mid,Master,Office,Yes,26.0,2.0,3.0,57.0,No,LinkedIn,Turkish,2024-08-10,2024-08-17,A**** Y*******,Yes,,1
E01184,L**** K*******,Marketing,C0039,Marketing Specialist,Junior,Master,Office,No,23.0,1.0,1.0,58.0,No,Phone,English,2024-06-22,2024-07-15,B**** K*******,Yes,Webinar,1
E01185,D**** D*******,Marketing,C0497,Marketing Specialist,Junior,Bachelor,Office,Yes,32.0,0.0,2.0,47.0,No,Phone,English,2024-09-28,2024-10-25,F**** O*******,Yes,CRM,1
E01186,B**** G*******,Marketing,C0284,Marketing Specialist,Mid,Bachelor,Office,No,8.0,2.0,2.0,36.0,No,Email,English,2024-08-14,2024-08-31,D**** S*******,Yes,CRM,1
E01187,E**** Y*******,Procurement,C0345,Procurement Specialist,Mid,Master,Office,Yes,5.0,3.0,2.0,62.0,Yes,Email,English,2024-06-06,2024-07-05,G**** R*******,Yes,LinkedIn,1
E01188,N**** C*******,Operations,C0180,Operations Analyst,Mid,Bachelor,Office,No,3.0,6.0,0.0,38.0,No,Email,Turkish,2024-07-26,2024-08-18,F**** O*******,Yes,LinkedIn,1
E01189,T**** K*******,IT,C0134,Network Engineer,Mid,Master,Office,Yes,7.0,2.0,0.0,53.0,No,Email,Turkish,2024-03-10,2024-03-27,E**** T*******,Yes,CRM,1
E01190,B**** A*******,Management,C0395,Country Manager,Senior,Bachelor,Factory,Yes,1.0,7.0,2.0,67.0,Yes,Email,English,2024-07-15,2024-07-23,C**** D*******,No,Email Campaign,1
E01191,E**** Y*******,Production,C0566,Production Engineer,Mid,Master,Office,Yes,6.0,3.0,1.0,22.0,No,Email,Turkish,2024-01-11,2024-01-31,D**** S*******,Yes,CRM,1
E01192,N**** A*******,Operations,C0159,Data Centre Operator,Senior,Master,Office,Yes,2.0,9.0,1.0,55.0,Yes,LinkedIn,Turkish,2024-05-10,2024-06-05,H**** N*******,Yes,CRM,1
E01193,Z**** Y*******,Operations,C0523,Ops Coordinator,Junior,Bachelor,Factory,Yes,2.0,2.0,1.0,74.0,No,Email,English,2024-08-12,2024-09-10,H**** N*******,Yes,CRM,1
E01194,D**** K*******,Procurement,C0536,Procurement Specialist,Senior,Bachelor,Office,Yes,1.0,9.0,1.0,42.0,No,Phone,Turkish,2024-07-03,2024-07-21,E**** T*******,Yes,LinkedIn,1
E01195,M**** A*******,IT,C0109,Software Developer,Senior,PhD,Office,No,0.0,11.0,2.0,68.0,No,LinkedIn,Turkish,2024-06-08,2024-06-26,H**** N*******,Yes,Email Campaign,0
E01196,K**** C*******,Operations,C0388,Operations Analyst,Junior,Master,Factory,No,4.0,2.0,0.0,53.0,No,Email,Turkish,2024-04-02,2024-04-12,B**** K*******,Yes,Webinar,1
E01197,A**** O*******,Quality,C0657,QA Specialist,Senior,Bachelor,Office,Yes,4.0,7.0,1.0,69.0,No,LinkedIn,Turkish,2024-07-18,2024-08-01,G**** R*******,Yes,LinkedIn,1
E01198,C**** S*******,Marketing,C0304,Digital Marketing Executive,Mid,Master,Office,No,18.0,5.0,4.0,74.0,Yes,Email,Turkish,2024-09-25,2024-10-04,H**** N*******,Yes,CRM,1
E01199,E**x* D*******,Procurement,C0227,Procurement Analyst,C-Level,Bachelor,Office,Yes,0.0,21.0,0.0,51.0,no,Email,Turkish,2024-06-07,2024-07-07,E**** T*******,Yes,Email Campaign,0
E01200,A**** C*******,Marketing,C0704,Growth Marketer,Director,High School,Office,No,11.0,13.0,2.0,60.0,No,Email,Turkish,2024-07-16,2024-08-14,A**** Y*******,Yes,CRM,1
E01201,T**** A*******,Production,C0612,Plant Supervisor,Mid,Bachelor,Office,No,8.0,4.0,1.0,75.0,No,Email,English,2024-05-10,2024-05-16,C**** D*******,Yes,Fair,1
E01202,D**** C******,IT,C0381,Network Engineer,Mid,Master,Factory,Yes,2.0,4.0,1.0,61.0,No,Email,,2024-04-19,2024-05-13,B**** K*******,Yes,CRM,1
E01203,D**** K*******,Engineering,C0524,Mechanical Engineer,Mid,Bachelor,Office,No,1.0,2.0,2.0,62.0,No,Email,Turkish,2024-09-03,2024-09-13,G**** R*******,Yes,CRM,1
E01204,K**** K*******,Marketing,C0216,Brand Manager,Mid,Bachelor,Field,Yes,13.0,3.0,5.0,56.0,Yes,LinkedIn,Turkish,2024-05-18,2024-06-11,C**** D*******,Yes,Email Campaign,1
E01205,E**** A*******,Marketing,C0202,Marketing Specialist,Junior,Bachelor,Field,No,15.0,2.0,5.0,54.0,No,Events,Turkish,2024-01-30,2024-02-28,B**** K*******,Yes,LinkedIn,1
E01206,B**** A*******,Production,C0394,Production Planner,Junior,Master,Office,Yes,4.0,1.0,1.0,36.0,No,Email,Turkish,2024-03-07,2024-03-28,C**** D*******,Yes,LinkedIn,1
E01207,Z**** K*******,Sales,C0626,Territory Sales Rep,Junior,Master,Office,Yes,22.0,1.0,5.0,35.0,No,Phone,Turkish,2024-09-15,2024-10-14,H**** N*******,Yes,CRM,1
E01208,B**** A*******,Engineering,C0530,Quality-by-Design Engineer,Director,Bachelor,Office,No,1.0,17.0,1.0,43.0,No,Phone,Turkish,2024-05-08,2024-05-21,C**** D*******,Yes,CRM,1
E01209,S**** K*******,Sales,C0642,Account Manager,Mid,Bachelor,Office,Yes,12.0,4.0,4.0,52.0,No,Email,Turkish,2024-05-28,2024-06-27,F**** O*******,Yes,Email Campaign,1
E01210,T**** A*******,Sales,C0451,Sales Executive,Mid,Master,Factory,Yes,23.0,2.0,4.0,58.0,No,Email,Turkish,2024-07-03,2024-07-15,A**** Y*******,Yes,Fair,1
E01211,B**** C*******,Quality,C0100,QA Technician,Senior,PhD,Office,No,3.0,7.0,0.0,54.0,No,Events,Turkish,2024-04-27,2024-05-09,B**** K*******,Yes,CRM,1
E01212,E**** Y*******,Sales,C0412,Sales Executive,Junior,Master,Factory,No,25.0,0.0,2.0,90.0,Yes,Phone,Turkish,2024-08-19,2024-09-14,F**** O*******,Yes,LinkedIn,1
E01213,E**** S*******,Sales,C0662,account manager,Junior,Bachelor,Office,No,28.0,2.0,1.0,61.0,No,Phpne,Turkish,2024-06-07,2024-06-13,B**** K*******,Yes,CRM,1
E01214,A**** Y*******,Sales,C0212,Sales Executive,Senior,High School,Field,Yes,13.0,7.0,5.0,100.0,Yes,Email,Turkish,2024-02-03,2024-03-02,D**** S*******,Yes,CRM,1
E01215,B**** P*******,IT,C0237,Network Engineer,Mid,Bachelor,Office,Yes,4.0,6.0,0.0,48.0,Yes,Phone,Turkish,2024-07-30,2024-08-26,B**** K*******,Yes,CRM,1
E01216,O**** C*******,Procurement,C0713,Procurement Specialist,Senior,Bachelor,Office,Yes,6.0,7.0,0.0,85.0,Yes,Phone,Turkish,2024-01-11,2024-01-18,G**** R*******,No,CRM,1
E01217,E**** P*******,IT,C0124,Systems Engineer,Mid,Bachelor,Office,No,3.0,5.0,0.0,46.0,No,Email,Turkish,2024-08-05,2024-08-30,E**** T*******,Yes,CRM,1
E01218,N**** P*******,Sales,C0135,Account Manager,Mid,Bachelor,Office,No,25.0,3.0,5.0,59.0,Yes,LinkedIn,Turkish,2024-08-19,2024-09-14,H**** N*******,Yes,CRM,1
E01219,D**** K*******,IT,C0004,Software Developer,Mid,Master,Factory,Yes,4.0,5.0,1.0,35.0,No,Phone,Turkish,2024-09-18,2024-10-15,D**** S*******,Yes,LinkedIn,1
E01220,C**** K*******,Engineering,C0714,Quality-by-Design Engineer,Junior,Bachelor,Factory,No,5.0,2.0,2.0,47.0,No,Phone,English,2024-05-26,2024-06-14,D**** S*******,Yes,CRM,1
E01221,C**** Y*******,IT,C0652,Infrastructure Engineer,Senior,Bachelor,Office,Yes,5.0,9.0,1.0,80.0,No,Phone,Turkish,2024-02-21,2024-03-08,E**** T*******,Yes,LinkedIn,1
E01222,B**** K*******,Procurement,C0562,Strategic Buyer,Mid,Bachelor,Office,No,4.0,6.0,2.0,48.0,No,Phone,Turkish,2024-07-17,2024-08-04,F**** O*******,Yes,LinkedIn,1
E01223,Z**** D*******,IT,C0281,Infrastructure Engineer,Senior,Bachelor,Office,Yes,4.0,11.0,0.0,47.0,No,Email,English,2024-09-07,2024-09-15,B**** K*******,Yes,LinkedIn,1
E01224,E**** A*******,IT,C0707,Systems Engineer,Junior,Bachelor,Field,No,0.0,2.0,1.0,79.0,Yes,LinkedIn,Turkish,2024-02-08,2024-02-14,C**** D*******,Yes,CRM,0
E01225,E**** K*******,Marketing,C0478,Growth Marketer,Senior,Bachelor,Office,Yes,13.0,9.0,2.0,83.0,Yes,Events,Turkish,2024-02-17,2024-02-25,D**** S*******,Yes,LinkedIn,1
E01226,S**** A*******,Management,C0164,Operations Director,Mid,Master,Office,Yes,0.0,5.0,2.0,59.0,Yes,Phone,Turkish,2024-03-17,2024-04-12,F**** O*******,Yes,Webinar,0
E01227,B**** Y*******,Production,C0420,Production Engineer,C-Level,Master,Office,Yes,7.0,12.0,1.0,43.0,Yes,Phone,English,2024-04-03,2024-04-29,E**** T*******,Yes,CRM,1
E01228,B**** D*******,Sales,C0260,Territory Sales Rep,Junior,Bachelor,Office,No,21.0,2.0,1.0,70.0,Yes,Phone,Turkish,2024-03-03,2024-03-13,D**** S*******,Yes,Fair,1
E01229,M**** U*******,Marketing,C0008,Brand Manager,Junior,Bachelor,Office,Yes,5.0,2.0,1.0,50.0,No,Events,Turkish,2024-01-11,2024-01-20,G**** R*******,Yes,Webinar,1
E01230,Z**** K*******,Operations,C0643,Ops Coordinator,Mid,Bachelor,Factory,Yes,4.0,4.0,1.0,30.0,No,Email,Turkish,2024-08-08,2024-09-06,G**** R*******,Yes,LinkedIn,1
E01231,D**** K*******,Production,C0510,Production Planner,Mid,Bachelor,Office,Yes,4.0,3.0,0.0,41.0,No,Phone,Turkish,2024-02-16,2024-03-13,C**** D*******,Yes,CRM,1
E01232,S**** K*******,Production,C0476,Production Engineer,Mid,Bachelor,Office,Yes,1.0,2.0,2.0,65.0,No,Phone,Turkish,2024-04-16,2024-05-06,G**** R*******,Yes,CRM,1
E01233,A**** A*******,Production,C0145,Production Planner,Mid,Master,Field,No,2.0,6.0,1.0,58.0,No,LinkedIn,Turkish,2024-04-14,2024-04-25,C**** D*******,Yes,LinkedIn,1
E01234,S**** C*******,Operations,C0352,Logistics Coordinator,MID,Master,Factory,No,4.0,6.0,0.0,52.0,No,phone,Turkish,2024-03-07,2024-03-27,,Yes,Email Campign,1
E01235,K**** D*******,Management,C0221,Operations Manager,Senior,Bachelor,Factory,No,6.0,11.0,2.0,72.0,Yes,Phone,Turkish,2024-01-10,2024-02-05,G**** R*******,No,LinkedIn,1
E01236,C**** A*******,Quality,C0442,QA Technician,Mid,Master,Factory,No,6.0,2.0,1.0,31.0,No,Email,Turkish,2024-09-02,2024-09-12,A**** Y*******,Yes,CRM,1
E01237,E**** O*******,Marketing,C0257,Marketing Specialist,Junior,Master,Office,No,5.0,2.0,5.0,40.0,No,Email,Turkish,2024-05-08,2024-05-30,D**** S*******,Yes,CRM,1
E01238,S**** K*******,Operations,C0008,Operations Analyst,Mid,High School,Office,No,0.0,6.0,1.0,12.0,No,Email,Turkish,2024-06-06,2024-07-04,H**** N*******,Yes,CRM,0
E01239,A**** D*******,Procurement,C0243,Procurement Manager,Director,Bachelor,Office,Yes,9.0,7.0,0.0,80.0,Yes,Email,Turkish,2024-02-21,2024-03-12,G**** R*******,Yes,CRM,1
E01240,Z**** A*******,Production,C0612,Production Planner,Senior,Master,Office,Yes,5.0,8.0,0.0,68.0,No,Events,Turkish,2024-08-19,2024-09-06,C**** D*******,Yes,Webinar,1
E01241,S**** D*******,Engineering,C0652,Mechanical Engineer,Senior,Bachelor,Field,No,4.0,9.0,0.0,79.0,Yes,Email,English,2024-09-26,2024-10-22,B**** K*******,Yes,Fair,1
E01242,Z**** D*******,Engineering,C0325,Mechanical Engineer,Junior,Bachelor,Factory,Yes,6.0,1.0,0.0,31.0,No,Email,English,2024-05-24,2024-06-13,A**** Y*******,Yes,CRM,1
E01243,B**** A*******,Quality,C0343,QA Technician,Mid,Bachelor,Office,No,1.0,5.0,1.0,57.0,No,Phone,English,2024-05-16,2024-05-27,A**** Y*******,Yes,Email Campaign,1
E01244,E**** C*******,Engineering,C0288,Quality-by-Design Engineer,Mid,Master,Office,No,3.0,3.0,0.0,60.0,No,Phone,English,2024-05-26,2024-06-03,B**** K*******,No,CRM,1
E01245,O**** D*******,IT,C03j4,Network Engineer,Mid,MASTER,Factory,Yes,4.0,5.0,1.0,78.0,No,Events,Turkish,2024-06-12,2024-06-26,B**** K*******,Yes,,1
E01246,M**** S*******,Engineering,C0561,Process Engineer,Mid,Bachelor,Factory,No,3.0,4.0,2.0,60.0,No,Phone,English,2024-04-25,2024-05-20,D**** S*******,No,CRM,1
E01247,C*** A*******,Production,C0093,Plant Supervisor,junior,Bachelor,Factory,No,1.0,1.0,0.0,57.0,No,Email,Turkish,2024-09-02,2024-09-24,C**** D*******,Yes,Email Campaign,1
E01248,A**** P*******,Operations,C0404,Operations Analyst,Mid,Bachelor,Office,Yes,2.0,3.0,2.0,46.0,No,Email,English,2024-09-09,2024-09-26,D**** S*******,Yes,CRM,1
E01249,C**** O*******,IT,C0719,Systems Engineer,Junior,Bachelor,Office,No,0.0,0.0,2.0,52.0,No,Phone,Turkish,2024-04-05,2024-04-19,A**** Y*******,Yes,CRM,0
E01250,M**** Y******x,MARKETING,C0623,marketing specialist,Junior,Bachelor,Office,,0.0,2.0,3.0,,Yes,Phone,Turkish,2024-06-27,2024-07-17,E**** T*******,No,Crm,0
E01251,N**** G*******,Quality,C0704,QA Techician,Senior,Master,Field,Yes,1.0,,0.0,,No,Email,English,2024-05-06,2024-05-21,G**** R*******,Yes,linkedin,1
E01252,B**** A*******,Marketing,C0633,Marketing Specialist,Senior,Bachelor,Office,yes,30.0,5.0,1.0,,No,Evens,English,2024-03-23,2024-04-02,D**** S*******,Yes,LinkedIn,1
E01253,O**** Y*******,IT,C0075,Systems Engineer,Mid,Master,Office,No,2.0,5.0,2.0,50.0,No,Events,English,2024-01-25,2024-02-03,H**** N*******,Yes,CRM,1
E01254,S**** A*******,Marketing,C0579,Growth Marketer,Mid,Bachelor,Office,Yes,6.0,3.0,2.0,68.0,No,Events,Turkish,2024-01-13,2024-02-07,C**** D*******,Yes,CRM,1
E01255,K**** C*******,Operations,C0222,Data Centre Operator,Mid,Master,Office,No,4.0,2.0,0.0,53.0,No,Email,Turkish,2024-07-21,2024-08-15,F**** O*******,Yes,CRM,1
E01256,A**** D*******,Sales,C0053,Key Account Executive,Junior,Master,Remote,Yes,14.0,2.0,1.0,45.0,No,Email,Turkish,2024-08-06,2024-08-21,B**** K*******,Yes,Webinar,1
E01257,B**** K*******,ENGINEERING,C0599,Quality-by-Design Engineer,Mid,Bachelor,Office,No,1.0,2.0,2.0,64.0,No,Ebail,English,2024-01-02,2024-01-25,D**** S*******,Yes,WEBINAR,1
E01258,O**** U*******,IT,C0408,Infrastructure Engineer,Junior,Master,Field,Yes,5.0,0.0,1.0,35.0,No,Email,Turkish,2024-09-03,2024-09-15,C**** D*******,Yes,CRM,1
E01259,M**** U*******,IT,C0005,Systems Engineer,Junior,Bachelor,Office,Yes,6.0,0.0,1.0,34.0,No,LinkedIn,Turkish,2024-03-08,2024-03-24,G**** R*******,Yes,CRM,1
E01260,A**** A*******,Marketing,C0515,Growth Marketer,Senior,High School,Office,Yes,13.0,6.0,5.0,48.0,No,Phone,Turkish,2024-01-18,2024-02-10,D**** S*******,Yes,Email Campaign,1
E01261,S**** U*******,arketing,C0424,Digital Marketing Executive,Senior,High School,Office,no,22.0,11.0,4.0,,Yes,Phone,English,2024-02-08,2024-03-05,A**** Y*******,Yes,crm,1
E01262,D**** K*******,Sales,C0086,Key Account Executive,Mid,Bachelor,Office,Yes,13.0,2.0,3.0,49.0,No,Email,Turkish,2024-06-10,2024-07-09,F**** O*******,Yes,CRM,1
E01263,M**** Y*******,Engineering,C0077,Mechanical Engineer,C-Level,High School,Field,No,0.0,13.0,2.0,80.0,No,Phone,Turkish,2024-04-30,2024-05-27,B**** K*******,No,CRM,0
E01264,B**** K*******,Operations,C0384,Logistics Coordinator,Mid,High School,Office,Yes,0.0,3.0,1.0,34.0,No,Phone,Turkish,2024-04-29,2024-05-15,F**** O*******,Yes,Fair,0
E01265,E**** C*******,Production,C0207,Production Engineer,Director,Master,Factory,No,0.0,15.0,2.0,93.0,Yes,Phone,Turkish,2024-05-28,2024-06-10,E**** T*******,Yes,Email Campaign,0
E01266,B**** U*******,Management,C0658,Operations Director,Senior,Bachelor,Office,No,4.0,10.0,2.0,54.0,No,Email,Turkish,2024-01-12,2024-01-23,C**** D*******,Yes,Webinar,1
E01267,Z**** G*******,Management,C0532,Country Manager,Junior,Bachelor,Field,Yes,0.0,1.0,2.0,60.0,No,Phone,English,2024-07-26,2024-08-17,D**** S*******,Yes,CRM,0
E01268,N**** Y*******,Sales,C0120,Sales Manager,Mid,Bachelor,Field,No,23.0,5.0,2.0,61.0,No,Phone,Turkish,2024-04-01,2024-05-01,B**** K*******,No,Fair,1
E01269,B**** S*******,Management,C0610,Operations Director,Junior,Master,Factory,Yes,1.0,2.0,2.0,41.0,No,LinkedIn,English,2024-06-15,2024-07-10,B**** K*******,Yes,Webinar,1
E01270,B**** A*******,Procurement,C0477,Procurement Analyst,Senior,Master,Office,Yes,6.0,11.0,1.0,55.0,Yes,Phone,Turkish,2024-04-12,2024-04-29,C**** D*******,Yes,Webinar,1
E01271,N**** S*******,production,C0578,Producion Engineer,Mid,Bachelor,Factory,No,5.0,5.0,,41.0,No,EMAIL,English,2024-04-14,unknown,A**** Y*******,Yes,LinkedIn,1
E01272,A**** A*******,Engineering,C0648,Mechanical Engineer,Director,Bachelor,Office,Yes,7.0,11.0,2.0,60.0,No,Email,Turkish,2024-06-27,2024-07-18,A**** Y*******,Yes,Webinar,1
E01273,C**** K*******,Quality,C0420,QA Specialist,Director,Bachelor,Office,Yes,0.0,17.0,2.0,50.0,No,Phone,Turkish,2024-02-01,2024-02-11,A**** Y*******,Yes,CRM,0
E01274,B**** K*******,Management,C0313,Country Manager,Mid,Bachelor,Office,Yes,2.0,3.0,0.0,54.0,Yes,Phone,Turkish,2024-09-14,2024-09-30,H**** N*******,Yes,CRM,1
E01275,L**** K*******,Marketing,C0369,Marketing Specialist,Mid,Bachelor,Field,No,20.0,5.0,3.0,80.0,Yes,Email,Turkish,2024-05-19,2024-06-16,B**** K*******,Yes,LinkedIn,1
E01276,E**** U*******,Operations,C0717,Operations Analyst,Mid,PhD,Office,No,7.0,5.0,0.0,27.0,No,Phone,Turkish,2024-06-26,2024-07-02,D**** S*******,Yes,CRM,1
E01277,T**** Y*******,Marketing,C0576,Brand Manager,Senior,Master,Office,Yes,35.0,9.0,2.0,74.0,No,Email,Turkish,2024-04-18,2024-04-24,C**** D*******,Yes,CRM,1
E01278,D**** C*******,Production,C0592,Production Planner,Junior,PhD,Office,No,4.0,0.0,0.0,56.0,No,Phone,Turkish,2024-03-15,2024-03-29,F**** O*******,Yes,CRM,1
E01279,L**** C*******,Marketing,C0230,Marketing Specialist,Junior,Bachelor,Field,Yes,22.0,2.0,1.0,56.0,No,Email,Turkish,2024-05-05,2024-05-14,C**** D*******,Yes,Email Campaign,1
E01280,C**** A*******,Quality,C0633,QA Technician,Junior,High School,Office,Yes,3.0,2.0,2.0,72.0,No,Email,English,2024-06-13,2024-06-29,B**** K*******,Yes,CRM,1
E01281,N**** K*******,Operations,C0274,Logistics Coordinator,Mid,Master,Field,Yes,7.0,2.0,0.0,69.0,Yes,LinkedIn,Turkish,2024-03-12,2024-03-29,D**** S*******,Yes,CRM,1
E01282,E**** K*******,Operations,C0596,Logistics Coordinator,Mid,Bachelor,Office,Yes,0.0,,1.0,39.0,No,Phone,Turkish,2024-06-15,2024-05-16,C**** D*******,Yes,CRj,0
E01283,S**** C*******,Production,C0380,Production Engineer,Mid,Master,Office,Yes,0.0,6.0,2.0,56.0,No,Phone,Turkish,2024-08-04,2024-08-31,B**** K*******,Yes,Email Campaign,0
E01284,B**** Y*******,IT,C0311,Software Developer,Junior,Master,Office,No,7.0,1.0,2.0,57.0,No,LinkedIn,Turkish,2024-03-19,2024-03-31,C**** D*******,Yes,CRM,1
E01285,S**** K*******,Production,C0020,Plant Supervisor,Mid,Bachelor,Factory,Yes,0.0,3.0,2.0,40.0,No,Email,English,2024-08-26,2024-09-19,C**** D*******,Yes,CRM,0
E01286,A**** C*******,Procurement,C0082,Procurement Analyst,Junior,Master,Factory,Yes,3.0,2.0,1.0,73.0,Yes,Email,Turkish,2024-06-16,2024-07-03,A**** Y*******,Yes,CRM,1
E01287,B**** Y*******,Sales,C0602,Territory Sales Rep,Mid,Bachelor,Office,Yes,46.0,4.0,2.0,54.0,Yes,Phone,Turkish,2024-06-25,2024-07-13,E**** T*******,Yes,CRM,1
E01288,A**** O*******,Sales,C0251,Account Manager,Junior,Master,Office,Yes,20.0,1.0,4.0,61.0,Yes,LinkedIn,English,2024-06-27,2024-07-03,E**** T*******,Yes,LinkedIn,1
E01289,K**** C*******,Marketing,C0103,Marketing Specialist,Junior,Bachelor,Office,Yes,11.0,0.0,5.0,43.0,No,Phone,English,2024-04-22,2024-05-06,F**** O*******,Yes,CRM,1
E01290,B**** K*******,Production,C0276,Production Planner,Junior,Bachelor,Office,No,5.0,1.0,0.0,55.0,No,Email,English,2024-01-06,2024-01-20,H**** N*******,Yes,LinkedIn,1
E01291,S**** Y*******,Sales,C0519,Sales Executive,Senior,Bachelor,Office,Yes,8.0,5.0,1.0,56.0,No,Email,English,2024-09-27,2024-10-20,G**** R*******,No,CRM,1
E01292,A**** P*******,Management,C0193,Plant Manager,Director,Bachelor,Factory,Yes,3.0,12.0,1.0,100.0,Yes,Email,Turkish,2024-07-10,2024-07-18,H**** N*******,Yes,CRM,1
E01293,S**** G*******,Quality,C0481,Quality Assurance Lead,Senior,Bachelor,Factory,No,0.0,8.0,0.0,65.0,No,Phone,Turkish,2024-08-20,2024-09-08,D**** S*******,Yes,,0
E01294,O**** A*******,Management,C0476,Plant Manager,Director,Master,Factory,No,2.0,8.0,1.0,86.0,Yes,Phone,Turkish,2024-01-16,2024-01-25,C**** D*******,Yes,CRM,1
E01295,E**** P*******,Operations,C0659,Data Centre Operator,Junior,Bachelor,Office,Yes,4.0,1.0,1.0,63.0,No,Email,Turkish,2024-05-19,2024-06-16,B**** K*******,Yes,CRM,1
E01296,M**** D*******,Production,C047,Plant Supervisor,Senior,Bachelor,Office,No,0.0,,0.0,42.0,No,Email,Turkish,2024-06-12,2024-06-24,,Yes,CRM,0
E01297,B**** K*******,Management,C0063,Plant Manager,Mid,Bachelor,Office,Yes,0.0,6.0,2.0,88.0,Yes,Phone,Turkish,2024-05-14,2024-06-05,C**** D*******,No,Fair,0
E01298,L**** A*******,Operations,C0073,Data Centre Operator,Senior,PhD,Office,Yes,9.0,11.0,1.0,52.0,No,Phone,Turkish,2024-06-27,2024-07-19,G**** R*******,Yes,CRM,1
